session_id,station_age_years,power_kw,num_bays,connector_type,zone,hour,day_of_week,is_weekend,ambient_temp_c,grid_load_index,start_soc_pct,battery_capacity_kwh,vehicle_segment,duration_mins,energy_kwh,failed
VG-SES-030544,2.0,180.0,8,CHAdeMO,Madhapur,20,6,1,38.6,0.763,15.2,2.2,2W,42.0,0.42,0
VG-SES-007176,2.0,60.0,2,CCS2,Gachibowli,9,1,0,23.3,0.639,33.1,4.3,2W,85.0,1.55,0
VG-SES-039458,3.0,30.0,1,Bharat AC-001,Uppal,22,4,0,25.9,0.646,32.8,25.9,4W,542.0,7.07,0
VG-SES-026176,7.0,30.0,2,Bharat AC-001,Kukatpally,22,0,0,27.8,0.659,39.7,42.1,4W,303.0,10.46,0
VG-SES-014419,5.0,180.0,5,CHAdeMO,Gachibowli,11,4,0,25.3,0.589,69.5,198.1,Bus,24.0,23.1,0
VG-SES-028998,5.0,30.0,1,Type2 AC,Secunderabad,20,0,0,24.8,0.746,47.1,2.8,2W,631.0,1.36,0
VG-SES-018785,2.0,60.0,2,CCS2,Gachibowli,10,2,0,38.0,0.551,23.5,3.4,2W,110.0,1.46,0
VG-SES-015480,7.0,30.0,2,Bharat AC-001,Kukatpally,1,6,1,25.9,0.41,37.7,75.0,4W,282.0,15.86,0
VG-SES-028628,5.0,60.0,3,CCS2,Kukatpally,17,1,0,34.1,0.7,9.7,7.9,3W,129.0,4.38,0
VG-SES-010461,2.0,60.0,2,CCS2,Gachibowli,9,0,0,25.7,0.691,35.0,70.7,4W,181.0,19.48,0
VG-SES-033353,2.0,15.0,1,Type2 AC,Kukatpally,22,6,1,25.4,0.66,23.9,4.3,2W,240.0,2.37,0
VG-SES-035013,3.0,30.0,1,Bharat AC-001,Uppal,20,0,0,26.5,0.859,36.3,59.5,4W,382.0,24.96,0
VG-SES-018332,4.0,60.0,3,Type2 AC,Madhapur,16,0,0,39.7,0.584,20.0,3.0,2W,206.0,1.81,0
VG-SES-024228,4.0,150.0,3,CCS2,Uppal,18,2,0,38.8,0.796,70.0,37.8,4W,13.0,3.36,0
VG-SES-000486,7.0,30.0,4,Type2 AC,Gachibowli,17,1,0,31.0,0.727,26.6,7.4,3W,120.0,0.0,1
VG-SES-026090,6.0,30.0,3,Type2 AC,Madhapur,22,4,0,29.7,0.735,43.1,9.1,3W,334.0,3.57,0
VG-SES-002334,3.0,30.0,1,Bharat AC-001,Uppal,0,6,1,18.2,0.54,34.7,4.4,2W,261.0,1.78,0
VG-SES-005518,2.0,15.0,1,Type2 AC,Kukatpally,23,6,1,25.3,0.584,25.5,270.6,Bus,368.0,0.0,1
VG-SES-000191,2.0,60.0,2,CCS2,Gachibowli,14,3,0,25.0,0.52,57.4,3.6,2W,207.0,0.91,0
VG-SES-030185,4.0,30.0,4,Bharat AC-001,Gachibowli,21,1,0,32.9,0.774,42.8,35.5,4W,372.0,2.49,0
VG-SES-037067,6.0,150.0,4,GB/T,Secunderabad,11,5,1,28.6,0.584,84.5,44.5,4W,25.0,5.52,0
VG-SES-039281,5.0,60.0,3,CCS2,Kukatpally,14,1,0,22.5,0.539,50.7,54.5,4W,268.0,27.78,0
VG-SES-030505,6.0,30.0,3,Type2 AC,Madhapur,23,2,0,35.0,0.6,70.1,2.4,2W,630.0,0.62,0
VG-SES-019653,7.0,30.0,2,Bharat AC-001,Kukatpally,1,0,0,23.5,0.552,23.6,54.3,4W,479.0,34.95,0
VG-SES-007902,3.0,30.0,1,Bharat AC-001,Uppal,23,5,1,17.8,0.642,39.4,2.5,2W,398.0,0.18,0
VG-SES-041496,4.0,30.0,4,Bharat AC-001,Gachibowli,0,5,1,31.7,0.515,43.2,56.4,4W,900.0,6.21,0
VG-SES-007656,2.0,180.0,8,CHAdeMO,Madhapur,11,6,1,26.3,0.616,32.4,9.8,3W,43.0,1.84,0
VG-SES-015926,3.0,30.0,2,Type2 AC,Secunderabad,10,0,0,25.4,0.648,55.8,37.1,4W,125.0,8.34,0
VG-SES-026931,2.0,180.0,8,CHAdeMO,Madhapur,12,6,1,27.7,0.524,35.3,73.0,4W,19.0,10.26,0
VG-SES-035837,6.0,150.0,4,GB/T,Secunderabad,19,3,0,42.0,0.828,55.2,2.0,2W,20.0,0.04,0
VG-SES-040868,4.0,60.0,3,Type2 AC,Madhapur,10,1,0,35.5,0.6,69.3,67.2,4W,133.0,14.45,0
VG-SES-011280,7.0,30.0,2,Bharat AC-001,Kukatpally,20,2,0,40.7,0.827,59.8,2.5,2W,400.0,0.94,0
VG-SES-025072,6.0,30.0,4,Bharat DC-001,Uppal,11,2,0,23.7,0.622,38.0,34.0,4W,301.0,18.72,0
VG-SES-014270,4.0,30.0,4,Bharat AC-001,Gachibowli,20,2,0,22.8,0.737,33.4,3.2,2W,360.0,1.22,0
VG-SES-017664,2.0,15.0,1,Type2 AC,Kukatpally,23,6,1,29.6,0.538,38.3,3.3,2W,148.0,0.92,0
VG-SES-006380,2.0,60.0,2,CCS2,Gachibowli,17,2,0,34.4,0.783,81.4,2.3,2W,104.0,0.0,1
VG-SES-023119,3.0,30.0,2,Type2 AC,Secunderabad,9,5,1,32.9,0.548,41.4,2.1,2W,149.0,0.59,0
VG-SES-032635,4.0,60.0,3,Type2 AC,Madhapur,10,6,1,31.8,0.568,20.3,26.6,4W,454.0,3.1,0
VG-SES-024851,2.0,60.0,2,CCS2,Gachibowli,8,5,1,35.7,0.545,48.1,3.5,2W,225.0,1.43,0
VG-SES-022333,5.0,60.0,3,CCS2,Kukatpally,8,6,1,21.1,0.581,24.6,71.2,4W,97.0,10.47,0
VG-SES-044720,4.0,60.0,3,Type2 AC,Madhapur,15,0,0,36.7,0.56,28.7,60.9,4W,127.0,37.44,0
VG-SES-037005,2.0,180.0,8,CHAdeMO,Madhapur,13,5,1,27.1,0.475,28.1,2.1,2W,61.0,0.04,0
VG-SES-018733,3.0,30.0,1,Bharat AC-001,Uppal,20,5,1,31.7,0.855,31.4,2.1,2W,324.0,1.06,0
VG-SES-016763,3.0,30.0,2,Type2 AC,Secunderabad,15,3,0,35.5,0.586,53.3,2.2,2W,183.0,0.8,0
VG-SES-028456,3.0,150.0,5,CCS2,Kukatpally,20,1,0,23.8,0.81,37.4,2.7,2W,20.0,0.23,0
VG-SES-021794,5.0,60.0,3,CCS2,Kukatpally,9,4,0,33.0,0.658,46.1,2.4,2W,149.0,0.73,0
VG-SES-015790,4.0,60.0,3,Type2 AC,Madhapur,10,2,0,24.0,0.669,66.9,2.3,2W,112.0,0.0,1
VG-SES-035452,6.0,30.0,3,Type2 AC,Madhapur,19,6,1,27.2,0.82,40.1,2.2,2W,272.0,1.17,0
VG-SES-022395,3.0,30.0,2,Type2 AC,Secunderabad,14,1,0,26.7,0.599,51.7,2.8,2W,108.0,1.34,0
VG-SES-033920,5.0,30.0,1,Type2 AC,Secunderabad,21,0,0,35.5,0.797,53.9,2.7,2W,471.0,0.51,0
VG-SES-011127,2.0,15.0,1,Type2 AC,Kukatpally,0,4,0,17.4,0.524,64.5,3.9,2W,734.0,1.14,0
VG-SES-006302,5.0,30.0,1,Type2 AC,Secunderabad,23,5,1,28.2,0.553,37.2,27.2,4W,329.0,9.76,0
VG-SES-003013,5.0,30.0,1,Type2 AC,Secunderabad,23,4,0,19.3,0.653,67.6,3.4,2W,293.0,1.05,0
VG-SES-025067,7.0,30.0,4,Type2 AC,Gachibowli,10,3,0,36.5,0.628,58.8,75.0,4W,159.0,26.11,0
VG-SES-018947,7.0,30.0,4,Type2 AC,Gachibowli,10,3,0,21.3,0.649,27.0,2.8,2W,152.0,1.67,0
VG-SES-029277,6.0,30.0,3,Type2 AC,Madhapur,20,3,0,33.0,0.827,46.7,8.7,3W,336.0,4.9,0
VG-SES-026195,6.0,30.0,4,Bharat DC-001,Uppal,11,3,0,37.1,0.577,25.1,198.5,Bus,143.0,9.05,0
VG-SES-009975,5.0,180.0,5,CHAdeMO,Gachibowli,12,3,0,28.1,0.533,21.0,35.8,4W,53.0,13.08,0
VG-SES-007447,5.0,60.0,3,CCS2,Kukatpally,10,5,1,32.4,0.552,18.9,61.6,4W,170.0,36.31,0
VG-SES-030359,7.0,120.0,7,CCS2,Madhapur,8,4,0,17.0,0.661,17.6,3.6,2W,52.0,7.22,0
VG-SES-001004,4.0,30.0,4,Bharat AC-001,Gachibowli,1,6,1,26.7,0.48,36.5,9.6,3W,275.0,4.73,0
VG-SES-025724,2.0,180.0,8,CHAdeMO,Madhapur,8,3,0,24.5,0.644,33.1,10.8,3W,44.0,0.84,0
VG-SES-023918,2.0,60.0,2,CCS2,Gachibowli,16,6,1,28.8,0.536,48.2,25.9,4W,113.0,8.43,0
VG-SES-016507,5.0,30.0,1,Type2 AC,Secunderabad,23,1,0,26.6,0.644,40.1,69.3,4W,376.0,39.73,0
VG-SES-026331,5.0,180.0,5,CHAdeMO,Gachibowli,18,3,0,22.2,0.776,17.2,10.9,3W,28.0,1.35,0
VG-SES-027669,5.0,60.0,3,CCS2,Kukatpally,11,6,1,35.6,0.495,34.3,66.6,4W,204.0,24.26,0
VG-SES-002937,5.0,180.0,5,CHAdeMO,Gachibowli,7,2,0,18.2,0.613,29.2,2.9,2W,38.0,0.44,0
VG-SES-044839,6.0,30.0,3,Type2 AC,Madhapur,2,4,0,28.0,0.597,36.8,55.2,4W,559.0,28.12,0
VG-SES-019629,4.0,60.0,3,Type2 AC,Madhapur,8,4,0,23.7,0.615,72.9,2.4,2W,163.0,0.57,0
VG-SES-018533,5.0,180.0,5,CHAdeMO,Gachibowli,7,4,0,33.2,0.546,39.8,7.9,3W,24.0,0.77,0
VG-SES-019916,4.0,60.0,3,Type2 AC,Madhapur,16,6,1,27.3,0.66,60.4,4.3,2W,158.0,0.92,0
VG-SES-011098,4.0,30.0,4,Bharat AC-001,Gachibowli,19,0,0,29.3,0.862,59.3,2.4,2W,814.0,0.43,0
VG-SES-036039,4.0,60.0,3,Type2 AC,Madhapur,15,2,0,25.0,0.559,30.4,8.5,3W,162.0,4.64,0
VG-SES-043000,6.0,30.0,4,Bharat DC-001,Uppal,15,5,1,39.2,0.558,34.5,63.1,4W,100.0,30.56,0
VG-SES-044435,6.0,30.0,4,Bharat DC-001,Uppal,15,1,0,42.4,0.577,29.7,8.5,4W,173.0,5.87,0
VG-SES-027274,7.0,30.0,4,Type2 AC,Gachibowli,11,4,0,40.7,0.678,18.2,2.9,2W,229.0,0.0,1
VG-SES-016277,7.0,120.0,7,CCS2,Madhapur,18,0,0,22.2,0.763,49.0,3.9,2W,59.0,0.38,0
VG-SES-027415,6.0,150.0,4,GB/T,Secunderabad,8,4,0,22.1,0.655,50.4,11.9,3W,50.0,2.37,0
VG-SES-031852,7.0,120.0,7,CCS2,Madhapur,11,0,0,33.5,0.596,72.0,3.7,2W,23.0,0.36,0
VG-SES-035094,3.0,150.0,5,CCS2,Kukatpally,19,2,0,24.1,0.728,59.9,3.6,2W,26.0,0.04,0
VG-SES-016108,2.0,60.0,2,CCS2,Gachibowli,16,2,0,39.1,0.621,26.6,10.6,3W,153.0,3.12,0
VG-SES-009599,7.0,30.0,2,Bharat AC-001,Kukatpally,20,2,0,32.2,0.81,46.4,7.5,3W,274.0,1.58,0
VG-SES-023767,3.0,150.0,5,CCS2,Kukatpally,20,0,0,25.1,0.761,28.9,2.5,2W,42.0,0.21,0
VG-SES-022461,7.0,120.0,7,CCS2,Madhapur,7,1,0,34.0,0.603,18.8,2.8,2W,34.0,0.38,0
VG-SES-030658,7.0,30.0,4,Type2 AC,Gachibowli,9,2,0,26.3,0.633,44.5,3.1,2W,107.0,1.39,0
VG-SES-031854,6.0,30.0,3,Type2 AC,Madhapur,6,1,0,26.1,0.562,20.9,3.7,2W,619.0,1.96,0
VG-SES-013836,7.0,120.0,7,CCS2,Madhapur,19,1,0,25.8,0.827,33.5,6.7,3W,21.0,0.58,0
VG-SES-015468,2.0,15.0,1,Type2 AC,Kukatpally,23,3,0,22.3,0.599,49.7,3.3,2W,211.0,1.47,0
VG-SES-019083,4.0,30.0,4,Bharat AC-001,Gachibowli,19,0,0,39.1,0.844,54.0,62.6,4W,271.0,26.34,0
VG-SES-029934,4.0,60.0,3,Type2 AC,Madhapur,8,2,0,20.5,0.635,55.6,47.7,4W,147.0,17.2,0
VG-SES-031944,5.0,30.0,1,Type2 AC,Secunderabad,6,1,0,21.8,0.612,23.8,3.5,2W,368.0,1.25,0
VG-SES-019127,4.0,30.0,4,Bharat AC-001,Gachibowli,23,1,0,28.8,0.574,17.6,10.6,3W,324.0,1.52,0
VG-SES-001136,5.0,30.0,1,Type2 AC,Secunderabad,20,6,1,32.3,0.74,41.4,2.6,2W,638.0,0.7,0
VG-SES-039646,2.0,180.0,8,CHAdeMO,Madhapur,6,2,0,32.5,0.563,45.1,2.7,2W,33.0,0.37,0
VG-SES-007784,2.0,180.0,8,CHAdeMO,Madhapur,7,2,0,29.9,0.548,58.1,4.3,2W,31.0,0.0,1
VG-SES-026389,4.0,150.0,3,CCS2,Uppal,18,6,1,33.1,0.612,21.5,66.8,4W,47.0,22.88,0
VG-SES-042937,5.0,30.0,1,Type2 AC,Secunderabad,21,2,0,28.2,0.779,55.3,56.5,4W,412.0,12.53,0
VG-SES-019855,5.0,30.0,1,Type2 AC,Secunderabad,21,3,0,32.9,0.694,55.5,36.0,4W,268.0,4.26,0
VG-SES-026086,5.0,60.0,3,CCS2,Kukatpally,9,6,1,26.2,0.542,10.1,10.1,3W,206.0,1.32,0
VG-SES-017455,5.0,60.0,3,CCS2,Kukatpally,16,1,0,33.9,0.573,33.7,48.6,4W,125.0,15.61,0
VG-SES-036709,3.0,30.0,2,Type2 AC,Secunderabad,9,2,0,18.7,0.71,44.9,3.4,2W,293.0,0.23,0
VG-SES-043241,5.0,180.0,5,CHAdeMO,Gachibowli,18,0,0,27.3,0.748,65.0,31.0,4W,27.0,6.16,0
VG-SES-010965,5.0,60.0,3,CCS2,Kukatpally,8,3,0,29.3,0.59,23.4,10.7,3W,120.0,2.72,0
VG-SES-002782,3.0,30.0,2,Type2 AC,Secunderabad,10,4,0,25.9,0.592,25.2,28.7,4W,211.0,17.04,0
VG-SES-042569,2.0,15.0,1,Type2 AC,Kukatpally,0,5,1,29.8,0.513,55.0,7.5,3W,279.0,3.05,0
VG-SES-023938,7.0,30.0,4,Type2 AC,Gachibowli,10,5,1,33.7,0.616,25.7,27.9,4W,124.0,1.87,0
VG-SES-015714,7.0,30.0,4,Type2 AC,Gachibowli,9,5,1,36.1,0.579,25.8,8.5,4W,78.0,2.44,0
VG-SES-031945,6.0,150.0,4,GB/T,Secunderabad,11,1,0,24.3,0.617,50.2,2.3,2W,48.0,0.0,1
VG-SES-027395,4.0,30.0,4,Bharat AC-001,Gachibowli,23,0,0,31.5,0.63,36.3,35.5,4W,139.0,8.96,0
VG-SES-001160,7.0,120.0,7,CCS2,Madhapur,22,0,0,25.3,0.696,33.6,9.2,3W,27.0,1.19,0
VG-SES-014223,5.0,60.0,3,CCS2,Kukatpally,8,3,0,22.8,0.687,64.3,39.3,4W,190.0,6.48,0
VG-SES-040510,6.0,150.0,4,GB/T,Secunderabad,20,4,0,35.5,0.811,27.0,2.2,2W,11.0,0.15,0
VG-SES-027245,7.0,30.0,2,Bharat AC-001,Kukatpally,1,1,0,14.3,0.491,42.3,7.4,3W,664.0,2.34,0
VG-SES-020167,3.0,30.0,1,Bharat AC-001,Uppal,23,1,0,28.0,0.652,15.6,3.9,2W,234.0,0.56,0
VG-SES-038394,3.0,30.0,1,Bharat AC-001,Uppal,0,5,1,26.1,0.354,26.1,3.7,2W,352.0,0.98,0
VG-SES-041862,2.0,180.0,8,CHAdeMO,Madhapur,18,0,0,29.2,0.74,35.6,3.4,2W,29.0,0.41,0
VG-SES-010242,7.0,120.0,7,CCS2,Madhapur,8,6,1,31.1,0.577,55.7,39.3,4W,20.0,4.92,0
VG-SES-037709,7.0,30.0,2,Bharat AC-001,Kukatpally,2,0,0,30.7,0.479,26.4,3.9,2W,440.0,2.52,0
VG-SES-013471,4.0,150.0,3,CCS2,Uppal,7,3,0,31.3,0.565,50.4,68.4,4W,28.0,13.48,0
VG-SES-042990,7.0,120.0,7,CCS2,Madhapur,12,0,0,38.6,0.596,13.2,2.4,2W,27.0,0.26,0
VG-SES-038864,4.0,150.0,3,CCS2,Uppal,8,4,0,21.7,0.627,43.9,8.4,3W,46.0,0.55,0
VG-SES-035455,3.0,30.0,1,Bharat AC-001,Uppal,22,2,0,35.3,0.686,27.3,6.5,3W,330.0,4.75,0
VG-SES-012819,4.0,150.0,3,CCS2,Uppal,21,2,0,22.0,0.78,80.1,4.2,2W,56.0,0.4,0
VG-SES-028046,3.0,150.0,5,CCS2,Kukatpally,19,1,0,27.9,0.828,52.3,2.4,2W,14.0,0.15,0
VG-SES-042798,4.0,150.0,3,CCS2,Uppal,21,4,0,36.2,0.844,51.1,2.1,2W,25.0,0.25,0
VG-SES-010112,6.0,150.0,4,GB/T,Secunderabad,21,0,0,35.9,0.742,26.8,42.2,4W,19.0,0.0,1
VG-SES-024173,2.0,60.0,2,CCS2,Gachibowli,11,2,0,34.2,0.58,21.9,2.2,2W,234.0,0.57,0
VG-SES-027460,3.0,150.0,5,CCS2,Kukatpally,18,5,1,37.5,0.702,47.1,26.5,4W,57.0,12.0,0
VG-SES-041578,2.0,15.0,1,Type2 AC,Kukatpally,19,1,0,25.6,0.795,41.0,2.1,2W,315.0,1.09,0
VG-SES-006277,2.0,15.0,1,Type2 AC,Kukatpally,23,1,0,26.6,0.65,56.3,6.9,3W,247.0,2.81,0
VG-SES-043722,2.0,60.0,2,CCS2,Gachibowli,9,4,0,31.3,0.603,27.1,3.1,2W,278.0,1.23,0
VG-SES-024783,2.0,15.0,1,Type2 AC,Kukatpally,6,6,1,28.1,0.431,45.6,10.0,3W,595.0,1.99,0
VG-SES-027471,6.0,30.0,4,Bharat DC-001,Uppal,15,1,0,41.6,0.503,54.3,6.6,3W,194.0,2.38,0
VG-SES-027363,3.0,30.0,1,Bharat AC-001,Uppal,23,3,0,18.1,0.67,77.6,64.5,4W,478.0,13.22,0
VG-SES-035939,7.0,30.0,2,Bharat AC-001,Kukatpally,0,0,0,33.4,0.485,28.4,2.1,2W,436.0,0.22,0
VG-SES-040302,2.0,60.0,2,CCS2,Gachibowli,16,6,1,33.8,0.695,60.4,3.3,2W,136.0,1.12,0
VG-SES-027625,3.0,30.0,2,Type2 AC,Secunderabad,8,0,0,36.0,0.567,31.0,50.0,4W,126.0,15.46,0
VG-SES-005238,6.0,30.0,4,Bharat DC-001,Uppal,10,3,0,31.9,0.648,52.8,35.5,4W,222.0,5.88,0
VG-SES-044547,3.0,30.0,1,Bharat AC-001,Uppal,20,1,0,29.7,0.781,30.6,11.5,3W,335.0,2.24,0
VG-SES-025082,3.0,30.0,1,Bharat AC-001,Uppal,1,3,0,25.3,0.44,17.2,29.6,4W,593.0,19.11,0
VG-SES-019851,2.0,60.0,2,CCS2,Gachibowli,9,6,1,29.3,0.555,33.8,48.1,4W,90.0,26.29,0
VG-SES-027603,5.0,60.0,3,CCS2,Kukatpally,10,2,0,23.4,0.617,41.5,50.4,4W,100.0,29.4,0
VG-SES-032473,2.0,60.0,2,CCS2,Gachibowli,13,3,0,39.3,0.564,68.7,2.4,2W,90.0,0.69,0
VG-SES-016427,7.0,30.0,2,Bharat AC-001,Kukatpally,21,5,1,25.3,0.697,40.0,348.4,Bus,421.0,142.05,0
VG-SES-040414,4.0,150.0,3,CCS2,Uppal,21,5,1,30.7,0.72,33.6,44.1,4W,26.0,3.26,0
VG-SES-018595,3.0,150.0,5,CCS2,Kukatpally,19,6,1,26.9,0.823,58.7,4.0,2W,31.0,0.49,0
VG-SES-029644,3.0,150.0,5,CCS2,Kukatpally,8,4,0,22.1,0.701,27.6,2.4,2W,48.0,0.48,0
VG-SES-035405,7.0,30.0,2,Bharat AC-001,Kukatpally,2,4,0,28.0,0.546,26.6,44.7,4W,434.0,23.15,0
VG-SES-014925,4.0,60.0,3,Type2 AC,Madhapur,11,6,1,25.4,0.548,76.6,6.6,3W,110.0,1.57,0
VG-SES-043619,2.0,180.0,8,CHAdeMO,Madhapur,12,3,0,34.7,0.584,33.5,2.6,2W,28.0,0.29,0
VG-SES-016140,5.0,180.0,5,CHAdeMO,Gachibowli,19,5,1,40.8,0.818,40.3,3.1,2W,34.0,0.48,0
VG-SES-020103,2.0,60.0,2,CCS2,Gachibowli,8,5,1,29.4,0.614,40.1,68.9,4W,231.0,15.85,0
VG-SES-012122,4.0,30.0,4,Bharat AC-001,Gachibowli,2,3,0,33.2,0.453,73.2,7.3,3W,350.0,1.74,0
VG-SES-044050,4.0,30.0,4,Bharat AC-001,Gachibowli,19,5,1,41.2,0.709,27.5,2.0,2W,483.0,0.55,0
VG-SES-002980,3.0,150.0,5,CCS2,Kukatpally,8,4,0,31.9,0.637,48.0,6.5,3W,36.0,0.37,0
VG-SES-010285,7.0,120.0,7,CCS2,Madhapur,20,0,0,24.5,0.868,73.7,2.3,2W,16.0,0.15,0
VG-SES-043623,4.0,60.0,3,Type2 AC,Madhapur,8,5,1,26.9,0.622,71.9,3.2,2W,133.0,0.85,0
VG-SES-023824,3.0,30.0,1,Bharat AC-001,Uppal,6,4,0,19.2,0.567,50.3,220.4,Bus,335.0,72.99,0
VG-SES-029238,4.0,60.0,3,Type2 AC,Madhapur,8,4,0,34.0,0.602,42.0,8.8,3W,187.0,0.67,0
VG-SES-030485,6.0,30.0,3,Type2 AC,Madhapur,0,0,0,27.2,0.588,23.6,10.3,3W,459.0,2.63,0
VG-SES-027169,5.0,30.0,1,Type2 AC,Secunderabad,5,1,0,24.5,0.509,40.3,2.3,2W,557.0,0.77,0
VG-SES-007225,5.0,180.0,5,CHAdeMO,Gachibowli,19,1,0,34.1,0.757,78.4,7.1,3W,18.0,0.2,0
VG-SES-038420,6.0,150.0,4,GB/T,Secunderabad,7,3,0,35.3,0.585,44.9,2.3,2W,23.0,0.21,0
VG-SES-011976,3.0,30.0,2,Type2 AC,Secunderabad,11,1,0,37.3,0.552,20.5,3.0,2W,214.0,0.64,0
VG-SES-019241,2.0,15.0,1,Type2 AC,Kukatpally,6,2,0,20.8,0.608,47.4,246.6,Bus,714.0,130.81,0
VG-SES-006587,7.0,30.0,2,Bharat AC-001,Kukatpally,20,5,1,39.8,0.787,44.7,2.5,2W,264.0,1.31,0
VG-SES-014688,3.0,150.0,5,CCS2,Kukatpally,13,0,0,30.9,0.487,13.2,325.4,Bus,52.0,61.73,0
VG-SES-016498,5.0,30.0,1,Type2 AC,Secunderabad,19,6,1,33.4,0.711,45.3,7.8,3W,249.0,3.88,0
VG-SES-021077,3.0,30.0,1,Bharat AC-001,Uppal,22,4,0,31.9,0.723,34.3,3.9,2W,255.0,1.28,0
VG-SES-008479,2.0,180.0,8,CHAdeMO,Madhapur,8,4,0,15.9,0.591,61.1,30.7,4W,27.0,5.15,0
VG-SES-024568,7.0,120.0,7,CCS2,Madhapur,6,4,0,29.2,0.586,50.8,3.0,2W,59.0,0.83,0
VG-SES-016049,3.0,30.0,1,Bharat AC-001,Uppal,21,3,0,32.7,0.778,47.5,3.2,2W,98.0,1.29,0
VG-SES-001222,5.0,60.0,3,CCS2,Kukatpally,15,1,0,28.9,0.587,57.3,3.9,2W,140.0,0.13,0
