session_id,station_age_years,power_kw,num_bays,connector_type,zone,hour,day_of_week,is_weekend,ambient_temp_c,grid_load_index,start_soc_pct,battery_capacity_kwh,vehicle_segment,duration_mins,energy_kwh,failed
VG-SES-000041,3.0,30.0,2,Type2 AC,Secunderabad,16,5,1,31.8,0.613,49.1,8.9,3W,122.0,0.89,0
VG-SES-000042,4.0,150.0,3,CCS2,Uppal,13,3,0,30.9,0.584,76.5,2.7,2W,33.0,0.38,0
VG-SES-000043,7.0,120.0,7,CCS2,Madhapur,13,6,1,23.6,0.5,55.0,2.7,2W,39.0,0.45,0
VG-SES-000044,4.0,60.0,3,Type2 AC,Madhapur,14,2,0,39.1,0.535,21.0,9.0,3W,194.0,5.23,0
VG-SES-000045,3.0,150.0,5,CCS2,Kukatpally,18,3,0,26.8,0.767,52.0,4.4,2W,11.0,0.0,1
VG-SES-000046,5.0,60.0,3,CCS2,Kukatpally,9,6,1,27.9,0.555,42.9,2.5,2W,102.0,0.72,0
VG-SES-000047,2.0,180.0,8,CHAdeMO,Madhapur,22,6,1,,0.724,38.9,52.5,4W,51.0,8.88,0
VG-SES-000048,5.0,60.0,3,CCS2,Kukatpally,13,2,0,42.7,0.591,14.6,30.9,4W,88.0,3.96,0
VG-SES-000049,5.0,60.0,3,CCS2,Kukatpally,15,0,0,39.5,0.51,51.1,2.5,2W,216.0,1.09,0
VG-SES-000050,6.0,30.0,3,Type2 AC,Madhapur,19,6,1,25.4,,23.9,3.0,2W,731.0,0.56,0
VG-SES-000051,2.0,180.0,8,CHAdeMO,Madhapur,18,2,0,30.4,,55.1,2.5,2W,36.0,0.09,0
VG-SES-000052,3.0,150.0,5,CCS2,Kukatpally,12,4,0,40.1,0.555,28.0,40.8,4W,18.0,5.42,0
VG-SES-000053,5.0,60.0,3,CCS2,Kukatpally,16,5,1,,0.549,36.7,2.1,2W,115.0,1.0,0
VG-SES-000054,5.0,180.0,5,CHAdeMO,Gachibowli,7,0,0,24.0,0.631,36.1,2.0,2W,30.0,0.24,0
VG-SES-000055,4.0,30.0,4,Bharat AC-001,Gachibowli,19,2,0,36.3,0.829,39.1,2.9,2W,604.0,1.79,0
VG-SES-000056,7.0,30.0,4,Type2 AC,Gachibowli,9,3,0,33.3,0.675,20.6,55.2,4W,192.0,39.76,0
VG-SES-000057,7.0,30.0,4,Type2 AC,Gachibowli,8,4,0,36.5,0.598,45.5,4.2,2W,180.0,0.92,0
VG-SES-000058,6.0,150.0,4,GB/T,Secunderabad,19,4,0,31.0,0.812,51.4,67.0,4W,40.0,19.44,0
VG-SES-000059,7.0,120.0,7,CCS2,Madhapur,8,4,0,21.2,0.665,26.2,57.4,4W,42.0,0.0,1
VG-SES-000060,4.0,30.0,4,Bharat AC-001,Gachibowli,21,4,0,30.1,,75.0,3.1,2W,528.0,0.68,0
VG-SES-000061,6.0,30.0,4,Bharat DC-001,Uppal,14,5,1,35.7,0.485,39.2,3.4,2W,70.0,1.07,0
VG-SES-000062,4.0,60.0,3,Type2 AC,Madhapur,13,5,1,25.2,0.467,45.1,52.6,4W,231.0,20.77,0
VG-SES-000063,2.0,15.0,1,Type2 AC,Kukatpally,23,3,0,22.9,0.64,22.0,310.4,Bus,607.0,136.51,0
VG-SES-000064,6.0,150.0,4,GB/T,Secunderabad,20,0,0,27.5,0.892,28.9,28.7,4W,38.0,5.59,0
VG-SES-000065,3.0,30.0,2,Type2 AC,Secunderabad,13,4,0,42.5,0.525,55.2,55.8,4W,104.0,17.66,0
VG-SES-000066,6.0,30.0,4,Bharat DC-001,Uppal,11,4,0,33.8,0.612,19.2,64.8,4W,61.0,22.76,0
VG-SES-000067,3.0,30.0,2,Type2 AC,Secunderabad,8,6,1,28.6,0.561,14.8,44.5,4W,188.0,28.55,0
VG-SES-000068,4.0,150.0,3,CCS2,Uppal,22,2,0,,0.627,38.1,10.2,3W,16.0,0.71,0
VG-SES-000069,7.0,30.0,2,Bharat AC-001,Kukatpally,5,0,0,24.8,,44.7,3.9,2W,254.0,0.99,0
VG-SES-000070,7.0,120.0,7,CCS2,Madhapur,19,4,0,25.7,0.836,20.4,2.4,2W,25.0,0.0,1
VG-SES-000071,5.0,180.0,5,CHAdeMO,Gachibowli,22,6,1,24.2,0.647,66.0,43.5,4W,26.0,7.65,0
VG-SES-000072,6.0,30.0,3,Type2 AC,Madhapur,6,3,0,19.3,0.59,69.6,3.0,2W,520.0,0.83,0
VG-SES-000073,6.0,30.0,3,Type2 AC,Madhapur,20,5,1,24.7,0.729,16.1,54.0,4W,467.0,32.49,0
VG-SES-000074,2.0,180.0,8,CHAdeMO,Madhapur,20,6,1,33.4,0.829,28.9,6.5,3W,68.0,0.35,0
VG-SES-000075,2.0,15.0,1,Type2 AC,Kukatpally,20,3,0,36.6,,67.7,65.6,4W,583.0,18.87,0
VG-SES-000076,3.0,30.0,2,Type2 AC,Secunderabad,11,1,0,24.9,0.601,44.7,10.9,3W,102.0,5.41,0
VG-SES-000077,6.0,30.0,3,Type2 AC,Madhapur,20,1,0,37.2,0.826,21.3,2.3,2W,226.0,0.83,0
VG-SES-000078,3.0,30.0,1,Bharat AC-001,Uppal,19,0,0,30.8,0.86,61.4,6.9,3W,308.0,1.43,0
VG-SES-000079,3.0,30.0,2,Type2 AC,Secunderabad,11,0,0,36.6,0.575,34.4,54.4,4W,292.0,24.97,0
VG-SES-000080,2.0,15.0,1,Type2 AC,Kukatpally,0,0,0,18.5,0.486,56.0,2.6,2W,609.0,0.91,0
VG-SES-000081,4.0,60.0,3,Type2 AC,Madhapur,11,6,1,36.3,0.543,65.8,3.7,2W,138.0,0.88,0
VG-SES-000082,3.0,30.0,1,Bharat AC-001,Uppal,21,3,0,31.1,0.727,35.0,9.3,3W,154.0,4.58,0
VG-SES-000083,4.0,150.0,3,CCS2,Uppal,13,6,1,36.1,0.516,43.8,57.2,4W,31.0,13.02,0
VG-SES-000084,5.0,30.0,1,Type2 AC,Secunderabad,21,5,1,22.3,,29.0,6.8,3W,435.0,3.99,0
VG-SES-000085,2.0,60.0,2,CCS2,Gachibowli,9,1,0,27.1,0.602,25.2,71.3,4W,189.0,42.28,0
VG-SES-000086,6.0,150.0,4,GB/T,Secunderabad,19,5,1,35.5,0.841,24.4,42.5,4W,32.0,0.0,1
VG-SES-000087,2.0,15.0,1,Type2 AC,Kukatpally,1,1,0,23.0,0.413,49.3,266.5,Bus,436.0,99.17,0
VG-SES-000088,5.0,60.0,3,CCS2,Kukatpally,10,4,0,26.9,,31.2,263.5,Bus,223.0,161.31,0
VG-SES-000089,7.0,30.0,4,Type2 AC,Gachibowli,16,5,1,26.2,0.544,70.7,35.0,4W,69.0,7.09,0
VG-SES-000090,2.0,15.0,1,Type2 AC,Kukatpally,22,3,0,18.1,,60.0,2.5,2W,272.0,0.96,0
VG-SES-000091,6.0,30.0,3,Type2 AC,Madhapur,21,4,0,,,63.4,7.8,3W,636.0,1.29,0
VG-SES-000092,7.0,30.0,4,Type2 AC,Gachibowli,13,0,0,30.0,0.429,57.5,48.8,4W,241.0,18.1,0
VG-SES-000093,6.0,30.0,3,Type2 AC,Madhapur,2,0,0,23.6,0.537,40.0,3.5,2W,264.0,2.03,0
VG-SES-000094,2.0,15.0,1,Type2 AC,Kukatpally,23,3,0,18.6,0.602,65.1,6.8,3W,355.0,0.97,0
VG-SES-000095,5.0,180.0,5,CHAdeMO,Gachibowli,7,3,0,22.9,0.601,48.7,8.6,3W,31.0,1.31,0
VG-SES-000096,7.0,120.0,7,CCS2,Madhapur,21,6,1,35.8,,38.8,4.3,2W,34.0,0.63,0
VG-SES-000097,2.0,15.0,1,Type2 AC,Kukatpally,23,0,0,,0.573,24.2,3.0,2W,367.0,1.76,0
VG-SES-000098,7.0,30.0,4,Type2 AC,Gachibowli,15,6,1,39.9,0.486,31.7,11.4,3W,222.0,6.08,0
VG-SES-000099,6.0,150.0,4,GB/T,Secunderabad,8,3,0,,0.596,34.0,2.8,2W,26.0,0.28,0
VG-SES-000100,4.0,150.0,3,CCS2,Uppal,18,0,0,25.1,,38.3,3.8,2W,25.0,0.18,0
VG-SES-000101,3.0,30.0,1,Bharat AC-001,Uppal,19,2,0,25.7,0.867,73.3,57.4,4W,379.0,115.96,0
VG-SES-000102,5.0,60.0,3,CCS2,Kukatpally,8,6,1,34.2,0.533,67.7,3.2,2W,233.0,0.23,0
VG-SES-000103,4.0,30.0,4,Bharat AC-001,Gachibowli,19,5,1,36.5,0.796,62.6,3.1,2W,391.0,1.05,0
VG-SES-000104,5.0,60.0,3,CCS2,Kukatpally,16,4,0,42.9,0.558,37.9,7.5,3W,233.0,3.38,0
VG-SES-000105,4.0,60.0,3,Type2 AC,Madhapur,8,0,0,35.8,0.671,15.8,32.2,4W,167.0,12.75,0
VG-SES-000106,3.0,150.0,5,CCS2,Kukatpally,8,6,1,35.8,0.569,51.8,2.9,2W,18.0,0.06,0
VG-SES-000107,3.0,30.0,2,Type2 AC,Secunderabad,16,5,1,24.6,0.558,49.5,6.5,3W,132.0,3.16,0
VG-SES-000108,2.0,15.0,1,Type2 AC,Kukatpally,2,3,0,31.4,0.483,50.8,4.3,2W,342.0,2.14,0
VG-SES-000109,3.0,30.0,2,Type2 AC,Secunderabad,17,1,0,36.6,0.744,38.7,3.2,2W,174.0,1.56,0
VG-SES-000110,2.0,60.0,2,CCS2,Gachibowli,9,0,0,33.5,0.622,63.5,11.7,3W,139.0,2.7,0
VG-SES-000111,6.0,30.0,3,Type2 AC,Madhapur,5,5,1,35.4,0.476,11.9,37.9,4W,278.0,7.68,0
VG-SES-000112,3.0,30.0,2,Type2 AC,Secunderabad,10,2,0,30.1,0.565,8.4,26.2,4W,118.0,15.49,0
VG-SES-000113,3.0,30.0,1,Bharat AC-001,Uppal,6,3,0,19.2,0.521,46.1,2.2,2W,230.0,0.96,0
VG-SES-000114,3.0,150.0,5,CCS2,Kukatpally,6,6,1,17.5,0.529,28.5,10.9,3W,19.0,0.87,0
VG-SES-000115,5.0,30.0,1,Type2 AC,Secunderabad,21,5,1,,0.689,42.8,9.1,3W,316.0,5.07,0
VG-SES-000116,4.0,150.0,3,CCS2,Uppal,6,3,0,20.3,0.606,33.0,318.1,Bus,19.0,0.0,1
VG-SES-000117,6.0,150.0,4,GB/T,Secunderabad,11,1,0,43.0,,50.6,6.5,3W,37.0,18.64,0
VG-SES-000118,2.0,180.0,8,CHAdeMO,Madhapur,20,1,0,34.1,0.771,40.7,67.6,4W,48.0,23.34,0
VG-SES-000119,4.0,30.0,4,Bharat AC-001,Gachibowli,1,5,1,25.9,0.518,35.4,69.6,4W,421.0,26.06,0
VG-SES-000120,2.0,180.0,8,CHAdeMO,Madhapur,19,4,0,30.3,,23.5,40.9,4W,26.0,7.21,0
VG-SES-000121,7.0,30.0,4,Type2 AC,Gachibowli,16,1,0,,0.631,24.8,63.2,4W,132.0,31.78,0
VG-SES-000122,4.0,30.0,4,Bharat AC-001,Gachibowli,22,5,1,17.8,0.687,41.2,61.3,4W,642.0,36.56,0
VG-SES-000123,4.0,60.0,3,Type2 AC,Madhapur,16,5,1,39.2,0.519,37.4,57.2,4W,160.0,26.3,0
VG-SES-000124,5.0,180.0,5,CHAdeMO,Gachibowli,11,4,0,33.7,0.587,21.5,3.6,2W,28.0,0.42,0
VG-SES-000125,7.0,30.0,2,Bharat AC-001,Kukatpally,22,5,1,21.1,0.629,61.8,49.9,4W,426.0,17.63,0
VG-SES-000126,5.0,30.0,1,Type2 AC,Secunderabad,19,1,0,36.2,0.789,39.0,2.3,2W,201.0,1.11,0
VG-SES-000127,2.0,15.0,1,Type2 AC,Kukatpally,1,5,1,15.5,0.434,62.0,71.0,4W,556.0,24.85,0
VG-SES-000128,6.0,150.0,4,GB/T,Secunderabad,13,2,0,27.0,0.522,54.9,3.8,2W,67.0,1.03,0
VG-SES-000129,6.0,30.0,4,Bharat DC-001,Uppal,9,3,0,28.5,0.656,37.3,4.1,2W,95.0,1.87,0
VG-SES-000130,6.0,150.0,4,GB/T,Secunderabad,22,2,0,25.9,0.704,59.6,45.1,4W,68.0,5.38,0
VG-SES-000131,5.0,60.0,3,CCS2,Kukatpally,8,4,0,35.0,0.617,31.1,42.1,4W,147.0,19.15,0
VG-SES-000132,6.0,30.0,4,Bharat DC-001,Uppal,9,2,0,26.3,0.632,19.8,4.1,2W,146.0,1.09,0
VG-SES-000133,7.0,120.0,7,CCS2,Madhapur,11,0,0,30.8,,38.1,31.8,4W,39.0,8.4,0
VG-SES-000134,6.0,150.0,4,GB/T,Secunderabad,6,5,1,23.1,0.499,41.6,2.2,2W,54.0,0.53,0
VG-SES-000135,3.0,30.0,1,Bharat AC-001,Uppal,21,3,0,21.4,0.775,19.7,217.0,Bus,529.0,88.25,0
VG-SES-000136,5.0,60.0,3,CCS2,Kukatpally,15,5,1,42.9,0.467,11.8,41.2,4W,108.0,28.63,0
VG-SES-000137,5.0,60.0,3,CCS2,Kukatpally,8,0,0,17.5,0.637,51.5,72.6,4W,318.0,37.15,0
VG-SES-000138,3.0,30.0,1,Bharat AC-001,Uppal,19,6,1,33.1,0.788,40.3,3.4,2W,184.0,1.94,0
VG-SES-000139,5.0,180.0,5,CHAdeMO,Gachibowli,19,0,0,32.2,,42.7,198.5,Bus,42.0,43.04,0
VG-SES-000140,6.0,150.0,4,GB/T,Secunderabad,19,6,1,25.2,0.667,24.9,71.9,4W,37.0,6.18,0
VG-SES-000141,2.0,180.0,8,CHAdeMO,Madhapur,13,1,0,21.5,0.583,73.2,2.9,2W,64.0,0.78,0
VG-SES-000142,4.0,150.0,3,CCS2,Uppal,18,0,0,33.1,0.858,42.1,11.5,3W,25.0,1.31,0
VG-SES-000143,3.0,30.0,2,Type2 AC,Secunderabad,16,4,0,24.0,0.636,33.9,2.4,2W,290.0,1.48,0
VG-SES-000144,6.0,30.0,4,Bharat DC-001,Uppal,11,1,0,41.6,0.582,19.6,297.6,Bus,249.0,117.35,0
VG-SES-000145,5.0,60.0,3,CCS2,Kukatpally,17,2,0,31.0,0.696,72.1,4.2,2W,83.0,0.0,1
VG-SES-000146,4.0,30.0,4,Bharat AC-001,Gachibowli,6,6,1,19.6,0.435,44.3,44.0,4W,220.0,4.72,0
VG-SES-000147,4.0,150.0,3,CCS2,Uppal,13,3,0,,0.587,17.2,3.2,2W,33.0,0.41,0
VG-SES-000148,2.0,15.0,1,Type2 AC,Kukatpally,20,1,0,33.5,0.776,38.1,6.1,3W,197.0,1.1,0
VG-SES-000149,4.0,60.0,3,Type2 AC,Madhapur,9,1,0,26.9,0.59,48.5,60.3,4W,129.0,15.49,0
VG-SES-000150,4.0,60.0,3,Type2 AC,Madhapur,13,2,0,39.0,0.499,28.6,3.1,2W,276.0,0.72,0
VG-SES-000151,6.0,30.0,3,Type2 AC,Madhapur,20,5,1,24.3,0.786,28.3,31.9,4W,397.0,7.19,0
VG-SES-000152,2.0,60.0,2,CCS2,Gachibowli,8,5,1,33.9,0.594,56.0,319.6,Bus,196.0,137.06,0
VG-SES-000153,4.0,30.0,4,Bharat AC-001,Gachibowli,6,5,1,14.6,0.489,65.7,4.0,2W,320.0,0.42,0
VG-SES-000154,2.0,15.0,1,Type2 AC,Kukatpally,21,4,0,16.2,,44.2,2.5,2W,280.0,0.13,0
VG-SES-000155,7.0,120.0,7,CCS2,Madhapur,11,3,0,27.1,0.579,38.7,2.7,2W,51.0,0.25,0
VG-SES-000156,5.0,30.0,1,Type2 AC,Secunderabad,23,1,0,26.8,0.625,54.0,4.2,2W,255.0,1.79,0
VG-SES-000157,5.0,180.0,5,CHAdeMO,Gachibowli,20,2,0,31.3,0.84,22.2,11.5,3W,54.0,2.74,0
VG-SES-000158,6.0,30.0,4,Bharat DC-001,Uppal,17,5,1,38.6,0.689,54.4,3.0,2W,334.0,0.94,0
VG-SES-000159,2.0,60.0,2,CCS2,Gachibowli,13,0,0,38.4,0.471,46.8,3.3,2W,178.0,1.31,0
VG-SES-000160,7.0,30.0,4,Type2 AC,Gachibowli,10,5,1,,0.631,43.0,36.1,4W,101.0,7.18,0
VG-SES-000161,7.0,30.0,2,Bharat AC-001,Kukatpally,19,0,0,27.6,,47.7,2.5,2W,419.0,0.09,0
VG-SES-000162,3.0,150.0,5,CCS2,Kukatpally,22,4,0,26.2,0.693,25.9,6.0,3W,22.0,0.55,0
VG-SES-000163,6.0,30.0,4,Bharat DC-001,Uppal,9,2,0,35.1,0.571,31.4,65.6,4W,154.0,31.93,0
VG-SES-000164,4.0,30.0,4,Bharat AC-001,Gachibowli,1,1,0,21.2,0.423,15.9,11.8,3W,174.0,5.45,0
VG-SES-000165,3.0,30.0,1,Bharat AC-001,Uppal,2,3,0,23.2,0.482,22.6,3.2,2W,532.0,1.45,0
VG-SES-000166,2.0,60.0,2,CCS2,Gachibowli,10,6,1,29.2,0.56,43.8,2.7,2W,119.0,0.83,0
VG-SES-000167,5.0,180.0,5,CHAdeMO,Gachibowli,21,6,1,28.1,0.726,20.9,7.8,3W,66.0,2.34,0
VG-SES-000168,2.0,180.0,8,CHAdeMO,Madhapur,19,1,0,33.6,0.848,43.7,57.2,4W,24.0,9.7,0
VG-SES-000169,5.0,180.0,5,CHAdeMO,Gachibowli,21,2,0,30.0,0.767,41.0,68.3,4W,33.0,16.45,0
VG-SES-000170,7.0,30.0,4,Type2 AC,Gachibowli,11,1,0,22.5,0.553,62.9,2.6,2W,238.0,0.92,0
VG-SES-000171,3.0,150.0,5,CCS2,Kukatpally,22,3,0,18.6,0.724,41.3,26.0,4W,44.0,4.2,0
VG-SES-000172,3.0,30.0,2,Type2 AC,Secunderabad,8,5,1,31.3,0.641,32.2,3.2,2W,77.0,1.06,0
VG-SES-000173,7.0,30.0,4,Type2 AC,Gachibowli,9,6,1,23.9,0.617,49.8,2.5,2W,216.0,1.1,0
VG-SES-000174,6.0,30.0,4,Bharat DC-001,Uppal,9,1,0,20.9,0.585,28.8,60.8,4W,168.0,25.65,0
VG-SES-000175,2.0,15.0,1,Type2 AC,Kukatpally,21,6,1,,0.682,14.4,44.7,4W,499.0,8.41,0
VG-SES-000176,6.0,30.0,3,Type2 AC,Madhapur,2,6,1,19.3,0.48,43.3,10.3,3W,458.0,5.65,0
VG-SES-000177,5.0,30.0,1,Type2 AC,Secunderabad,19,1,0,22.8,0.771,37.9,2.2,2W,222.0,1.09,0
VG-SES-000178,6.0,30.0,3,Type2 AC,Madhapur,0,4,0,23.2,0.496,50.2,71.9,4W,384.0,13.93,0
VG-SES-000179,6.0,30.0,4,Bharat DC-001,Uppal,17,5,1,36.8,0.653,38.1,2.5,2W,111.0,0.88,0
VG-SES-000180,6.0,30.0,3,Type2 AC,Madhapur,5,5,1,18.9,0.486,33.3,39.4,4W,316.0,11.32,0
VG-SES-000181,2.0,15.0,1,Type2 AC,Kukatpally,20,3,0,33.3,,39.8,41.9,4W,261.0,23.46,0
VG-SES-000182,4.0,30.0,4,Bharat AC-001,Gachibowli,0,4,0,25.1,0.507,31.9,8.5,4W,328.0,1.02,0
VG-SES-000183,3.0,30.0,2,Type2 AC,Secunderabad,9,5,1,25.8,0.646,56.3,67.5,4W,110.0,15.04,0
VG-SES-000184,6.0,30.0,3,Type2 AC,Madhapur,5,5,1,15.2,0.455,46.0,29.7,4W,779.0,12.02,0
VG-SES-000185,4.0,60.0,3,Type2 AC,Madhapur,9,5,1,40.1,0.553,69.3,62.8,4W,139.0,18.26,0
VG-SES-000186,4.0,30.0,4,Bharat AC-001,Gachibowli,21,0,0,,0.777,27.3,7.1,3W,366.0,1.42,0
VG-SES-000187,7.0,120.0,7,CCS2,Madhapur,21,4,0,,0.744,38.6,3.5,2W,26.0,0.41,0
VG-SES-000188,5.0,60.0,3,CCS2,Kukatpally,17,1,0,,0.71,19.8,67.2,4W,283.0,42.77,0
VG-SES-000189,3.0,30.0,1,Bharat AC-001,Uppal,21,0,0,34.6,0.735,9.6,9.9,3W,202.0,6.22,0
VG-SES-000190,2.0,15.0,1,Type2 AC,Kukatpally,6,5,1,34.5,0.552,16.7,346.0,Bus,636.0,75.14,0
VG-SES-000191,2.0,60.0,2,CCS2,Gachibowli,14,3,0,25.0,0.52,57.4,3.6,2W,207.0,0.91,0
VG-SES-000192,3.0,30.0,2,Type2 AC,Secunderabad,14,0,0,33.4,0.535,62.0,47.4,4W,191.0,17.86,0
VG-SES-000193,4.0,60.0,3,Type2 AC,Madhapur,10,5,1,,0.638,47.6,2.4,2W,243.0,0.71,0
VG-SES-000194,6.0,150.0,4,GB/T,Secunderabad,22,2,0,33.5,0.736,56.0,26.0,4W,24.0,4.53,0
VG-SES-000195,4.0,30.0,4,Bharat AC-001,Gachibowli,22,2,0,30.2,0.668,6.8,2.5,2W,282.0,1.0,0
VG-SES-000196,4.0,30.0,4,Bharat AC-001,Gachibowli,22,4,0,16.4,0.713,66.7,2.2,2W,549.0,0.66,0
VG-SES-000197,4.0,30.0,4,Bharat AC-001,Gachibowli,19,6,1,,,38.3,49.2,4W,367.0,27.42,0
VG-SES-000198,2.0,180.0,8,CHAdeMO,Madhapur,20,0,0,34.6,,27.0,3.1,2W,36.0,0.0,1
VG-SES-000199,3.0,30.0,2,Type2 AC,Secunderabad,14,0,0,37.8,0.588,14.6,73.7,4W,116.0,13.94,0
VG-SES-000200,6.0,30.0,4,Bharat DC-001,Uppal,17,2,0,25.3,,47.8,4.0,2W,195.0,2.09,0
VG-SES-000201,5.0,180.0,5,CHAdeMO,Gachibowli,8,2,0,32.6,0.643,16.8,3.4,2W,33.0,0.09,0
VG-SES-000202,2.0,180.0,8,CHAdeMO,Madhapur,7,5,1,30.4,0.508,24.0,2.2,2W,28.0,0.26,0
VG-SES-000203,4.0,150.0,3,CCS2,Uppal,12,3,0,37.6,0.483,55.3,63.8,4W,30.0,12.28,0
VG-SES-000204,2.0,60.0,2,CCS2,Gachibowli,8,3,0,30.1,0.652,71.5,235.1,Bus,174.0,57.77,0
VG-SES-000205,4.0,60.0,3,Type2 AC,Madhapur,13,5,1,27.6,0.434,38.2,272.1,Bus,125.0,63.0,0
VG-SES-000206,4.0,60.0,3,Type2 AC,Madhapur,10,2,0,,0.702,27.9,50.6,4W,220.0,26.58,0
